,Donor City,Donor State,Donor Is Teacher,Teacher Project Posted Sequence,Project Type,Project Grade Level Category,Project Cost,Donated_y_n,School Metro Type,School Percentage Free Lunch,School State,School City,Project_res_total_cost,Donor_vs_school_state,Donor_vs_school_city,Project_posted_month,Project_posted_day_of_month,Num_hist_donations,Days_since_last_donation,Avg_days_between_donations,Avg_donations_per_proj,Interest_in_optional,Total_interest_in_cat,Total_interest_in_subcat,Interest_in_res,Interest_in_grade,Interest_in_proj_type,Interest_in_metro,Interest_in_county,Interest_in_district,Interest_in_zip,Donation_month,Interest_in_month,Total_project_interest,Donor Cluster,School Cluster,Project Cluster,Distance,School Population,School Population Density,School Occupied Housing Units,School Median Home Value,School Median Household Income,Donor Population,Donor Population Density,Donor Occupied Housing Units,Donor Median Home Value,Donor Median Household Income
45,Whittier,California,0,11,2,2,0.05693802899634208,Y,0.0,0.9574468085106383,California,Whittier,0.06715506715506715,1,1,6,3,14,71.49686342592592,65.40491236772486,1.1666666666666667,0.7857142857142857,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,6.0,0.14285714285714285,0.7857142857142855,2,3,0,0.0,0.315688655864609,0.07831911286512326,0.44063936063936066,0.4364572836188556,0.4210578819340531,0.3157021692552257,0.07831911286512326,0.44063936063936066,0.43091361374943465,0.3304765231636513
46,Phoenix,Arizona,0,1,2,3,0.13218700771633782,Y,3.0,0.925531914893617,Arizona,Phoenix,0.15148962148962147,1,1,5,10,33,35.39681712962963,9.206380471380463,1.0,1.0,0.18181818181818182,0.09090909090909091,0.12121212121212122,0.12121212121212122,0.21212121212121213,0.24242424242424243,0.24242424242424243,0.06060606060606061,0.030303030303030304,,,1.303030303030303,2,3,5,0.0,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
47,San Diego,California,0,5,2,2,0.01868074653565802,Y,3.0,0.851063829787234,Nevada,Las Vegas,0.035241583813012387,0,0,6,18,3,26.065729166666667,278.7922337962963,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,4.666666666666666,2,3,2,0.053117620062946944,0.45472318492846353,0.2391262054973458,0.5775824175824176,0.0484828126749524,0.060598387010136825,0.3662654647064051,0.21864317278563686,0.8231368631368632,0.4649479873360471,0.22914307740490017
48,Halethorpe,Maryland,1,16,2,3,0.03293728139267882,Y,3.0,0.9361702127659574,Maryland,Baltimore,0.050575614861329145,1,0,8,8,4,5.043090277777778,157.91949363425925,1.0,0.25,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.0,0.5,5.0,2,3,2,0.0,0.1675602555367951,0.36569300464133847,0.3902097902097902,0.2012092710782667,0.09945747676818835,0.1675766940826825,0.36569300464133847,0.3902097902097902,0.19335142469470828,0.07806138427810835
49,Menlo Park,California,0,2,2,2,0.08596240621579046,Y,0.0,0.8723404255319148,Georgia,Decatur,0.10448281876853305,0,0,6,7,6,70.12375,8.015127314814816,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,6.0,0.16666666666666666,2.1666666666666665,2,3,5,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
50,Salt Lake City,Utah,0,3,2,4,0.055438816650201575,Y,0.0,0.5638297872340425,Utah,West Jordan,0.07818768533054248,1,0,6,3,22,39.250625,58.85604587542087,1.0,1.0,0.18181818181818182,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.09090909090909091,6.0,0.18181818181818182,1.1363636363636362,2,0,0,0.017934040176747445,0.007138837050860511,0.0008893582724215558,0.00951048951048951,0.15160676296047473,0.4148883108113293,0.052103595019698065,0.0805980934382035,0.09818181818181818,0.18430574400723654,0.130134428678118
51,Jacksonville,Florida,0,7,2,1,0.07811657277120657,Y,3.0,0.7234042553191489,Massachusetts,Worcester,0.1025222396650968,0,0,7,9,47,6.4373611111111115,13.953231136721817,1.0930232558139534,1.0,0.4042553191489362,0.3191489361702128,0.2765957446808511,0.2978723404255319,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3404255319148936,7.0,0.10638297872340426,3.0,2,3,0,0.14650168143647563,0.39859987953829595,0.01528584530724549,0.6992607392607393,0.11902362557384391,0.22609483029842614,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
52,Maple Valley,Washington,0,2,2,3,0.02445598483432569,Y,0.0,0.9468085106382979,California,Dsrt Hot Spgs,0.04062445491016919,0,0,7,30,25,30.4584375,52.87306111111111,1.4705882352941178,1.0,0.08,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,7.0,0.08,0.43999999999999995,2,3,2,0.1982802562328642,0.6104544960849946,0.07584558516995081,0.728031968031968,0.14365692531631394,0.20589025223109803,0.31508012519870854,0.04771962980461911,0.4282517482517483,0.26153324287652646,0.3447565588185695
53,Columbia,Tennessee,1,8,2,1,0.00039249192321042306,Y,4.0,0.8404255319148936,Tennessee,Columbia,0.017957439386010812,1,1,5,21,9,48.55923611111111,57.07017361111111,1.5,1.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.0,0.3333333333333333,2.888888888888889,2,3,2,0.0,0.5378022650749924,0.005030432728384425,0.8568631368631369,0.1155525697010413,0.20842253888594736,0.537811392292578,0.005030432728384425,0.8568631368631369,0.10685210312075985,0.16358500566142284
54,Yorktown,Virginia,0,1,2,2,0.028456999439297245,Y,0.0,0.18085106382978725,Virginia,Yorktown,0.04866387580673295,1,1,8,16,92,14.453287037037038,17.84765297906602,1.010989010989011,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.03260869565217391,0.03260869565217391,0.03260869565217391,0.021739130434782608,8.0,0.05434782608695652,0.25,2,0,2,0.0,0.24808199295002814,0.09343820349628972,0.4272927072927073,0.1860933825999328,0.2729037654335198,0.24809684139851304,0.09343820349628972,0.4272927072927073,0.17808683853459972,0.21419451203353493
55,New Orleans,Louisiana,1,3,2,3,0.04649026780231223,Y,0.0,0.8723404255319148,Louisiana,Gretna,0.06296703296703296,1,0,8,9,6,22.14896990740741,0.07690393518518518,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,9.0,2,3,0,,0.3751493428912784,0.17592618326338902,0.701018981018981,0.20322472287537788,0.2499366928336288,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
56,Philadelphia,Pennsylvania,0,4,2,2,0.08477959041999306,Y,0.0,0.8404255319148936,Maryland,Bladensburg,0.10413396127681841,0,0,6,13,8,233.05474537037037,109.14847077546297,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2,3,5,0.021576918753176064,0.0,5.558489202634724e-05,3.996003996003996e-05,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
57,Madison,Alabama,1,11,2,1,0.023787146557018125,Y,3.0,0.7659574468085106,Georgia,Sandy Springs,0.039977324263038544,0,0,7,10,45,4.3828125,6.822684413580243,1.25,0.4,0.5111111111111111,0.35555555555555557,0.5555555555555556,0.5333333333333333,0.6888888888888889,0.15555555555555556,0.06666666666666667,0.06666666666666667,0.06666666666666667,7.0,0.26666666666666666,3.000000000000001,2,3,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
58,Philadelphia,Pennsylvania,0,4,2,1,0.04359730862681227,Y,3.0,0.9361702127659574,Pennsylvania,Philadelphia,0.06522937380080236,1,1,8,7,6,23.99741898148148,179.8791010802469,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,8.0,0.5,1.5,2,3,0,0.0,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
59,Chicago,Missouri,1,53,2,2,0.07939283902491122,Y,3.0,0.9574468085106383,Illinois,Chicago,0.10439560439560439,0,0,7,5,17,14.270798611111111,85.65853213507626,1.2142857142857142,1.0,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,,,1.5294117647058825,2,3,0,0.0,0.10967939413687214,0.800227898057308,0.2692907092907093,0.5211062590975255,0.6219602968146903,0.10969697568103952,0.800227898057308,0.2692907092907093,0.5163952962460425,0.48815919439157773
60,Grand Rapids,Michigan,0,3,2,1,0.08994740074226362,Y,0.0,0.8404255319148936,Michigan,Kentwood,0.10617477760334902,1,0,8,5,9,22.27962962962963,144.43581532921812,1.0,1.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,8.0,0.1111111111111111,1.2222222222222225,2,3,5,0.0,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
61,Tavares,Florida,1,5,2,2,0.0154727258163565,Y,0.0,0.4361702127659574,Florida,Apopka,0.034456654456654454,1,0,8,21,14,7.016307870370371,33.693209325396815,3.5,0.9285714285714286,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,8.0,0.21428571428571427,6.285714285714285,2,0,2,0.0,0.2130296118565913,0.10677857758261304,0.3936863136863137,0.1341395140521778,0.2627515980263511,0.21304515249953102,0.10677857758261304,0.3936863136863137,0.1256218905472637,0.2062263605483148
62,Imperial,Missouri,1,66,2,1,0.04614583611459695,Y,0.0,0.26595744680851063,Florida,Orange Park,0.06801848944706088,0,0,8,28,5320,0.01875,0.24380673906989583,1.8491484184914841,0.7768796992481203,0.03609022556390978,0.032330827067669175,0.011466165413533834,0.015601503759398496,0.05695488721804511,0.013909774436090226,0.002819548872180451,0.002819548872180451,0.002443609022556391,8.0,0.07781954887218046,0.1744360902255639,2,0,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
63,Imperial,Missouri,1,35,2,3,0.03658852428376899,Y,3.0,0.9042553191489361,Michigan,Detroit,0.0575614861329147,0,0,5,17,5320,0.01875,0.24380673906989583,1.8491484184914841,0.7768796992481203,0.03609022556390978,0.032330827067669175,0.0406015037593985,0.016541353383458645,0.05695488721804511,0.016917293233082706,0.00037593984962406017,0.00018796992481203009,0.00018796992481203009,5.0,0.0962406015037594,0.20018796992481205,2,3,0,,0.1265045370617218,0.17759373002417944,0.28243756243756246,0.12428619415518977,0.004872733411604019,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
64,Imperial,Missouri,1,1,2,4,0.02181133687555069,Y,0.0,0.6170212765957447,Florida,Gibsonton,0.04139194139194139,0,0,7,24,5320,0.01875,0.24380673906989583,1.8491484184914841,0.7768796992481203,0.03609022556390978,0.032330827067669175,0.0406015037593985,0.002443609022556391,0.05695488721804511,0.013909774436090226,0.0007518796992481203,0.0005639097744360903,0.0005639097744360903,7.0,0.05,0.1842105263157895,2,3,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
65,Philadelphia,Pennsylvania,1,1,2,1,0.08248070915547485,Y,3.0,0.8297872340425532,Pennsylvania,Philadelphia,0.10777428920286063,1,1,7,22,9,40.14265046296296,0.053544238683125,4.5,0.4444444444444444,1.8888888888888888,1.7777777777777777,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,1.0,0.8888888888888888,7.0,1.0,10.333333333333334,2,3,5,0.0,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
66,Las Vegas,Nevada,0,5,2,2,0.01868074653565802,Y,3.0,0.851063829787234,Nevada,Las Vegas,0.035241583813012387,1,1,6,18,36,9.068217592592593,8.339738618827154,1.0,1.0,0.25,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3055555555555556,0.05555555555555555,6.0,0.08333333333333333,1.8333333333333333,2,3,2,0.0,0.45472318492846353,0.2391262054973458,0.5775824175824176,0.0484828126749524,0.060598387010136825,0.45473395274439915,0.2391262054973458,0.5775824175824176,0.039122568973315244,0.047561974511551725
67,Quinton,Virginia,1,4,2,2,0.05084238912770672,Y,0.0,0.7659574468085106,Virginia,Henrico,0.07315716030001744,1,0,7,31,7,31.173680555555556,52.84261243386243,1.0,1.0,0.7142857142857142,0.7142857142857142,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.42857142857142855,7.0,0.7142857142857143,4.142857142857142,2,3,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
68,Riverdale,Maryland,0,4,2,2,0.08477959041999306,Y,0.0,0.8404255319148936,Maryland,Bladensburg,0.10413396127681841,1,0,6,13,3,23.27053240740741,106.02277777777778,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.0,0.3333333333333333,4.666666666666666,2,3,5,0.0,0.0,5.558489202634724e-05,3.996003996003996e-05,0.25082632508851854,0.274623438936779,1.9747430365623675e-05,5.558489202634724e-05,3.996003996003996e-05,0.29637086791517037,0.26091688864662055
69,El Cerrito,California,0,2,2,1,0.04284436493738819,Y,4.0,0.8829787234042553,Louisiana,Abbeville,0.05929530786673644,0,0,7,15,11,42.35445601851852,90.32207491582491,1.0,1.0,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,7.0,0.5454545454545454,2.090909090909091,2,3,0,0.36046320135899657,0.3096063272016351,0.055779439148439455,0.4669330669330669,0.07580338148023737,0.07602231481694637,0.5945161385874663,0.2110280425780273,1.0,0.643939393939394,0.32867570888241104
70,Fort Lauderdale,Florida,1,2,2,2,0.07047232531439403,Y,0.0,0.5957446808510638,Louisiana,Denham Springs,0.0871254142682714,0,0,8,4,119,3.1261574074074074,0.7157290694055324,1.4166666666666667,0.7394957983193278,0.31932773109243695,0.06722689075630252,0.20168067226890757,0.25210084033613445,0.8487394957983193,0.42016806722689076,0.0,0.0,0.0,8.0,0.4789915966386555,2.109243697478991,2,0,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.14401800965649345,0.1616130735666046,0.30385614385614385,0.43147896879240166,0.39473367221566413
71,Pingree,Idaho,1,55,2,1,0.05626785571249299,Y,3.0,0.9574468085106383,South Carolina,Anderson,0.07076399790685504,0,0,6,22,1039,5.199594907407407,0.9114539554593055,1.4992784992784993,0.9990375360923965,0.029836381135707413,0.006737247353224254,0.068334937439846,0.03849855630413859,0.1126082771896054,0.03368623676612127,0.0,0.0,0.0,6.0,0.09624639076034648,0.2897016361886429,2,3,0,0.33987907071636303,0.10415000444325957,0.06853617186848615,0.18445554445554446,0.2579778300302318,0.13477903880537456,0.36729233108541753,0.029209860759845475,0.5661538461538461,0.11318407960199006,0.16210942205304874
72,Pingree,Idaho,1,1,2,4,0.02181133687555069,Y,0.0,0.6170212765957447,Florida,Gibsonton,0.04139194139194139,0,0,7,24,1039,5.199594907407407,0.9114539554593055,1.4992784992784993,0.9990375360923965,0.029836381135707413,0.016361886429258902,0.068334937439846,0.0028873917228103944,0.1126082771896054,0.03368623676612127,0.0009624639076034649,0.0009624639076034649,0.0009624639076034649,7.0,0.0846968238691049,0.26660250240615974,2,3,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.36729233108541753,0.029209860759845475,0.5661538461538461,0.11318407960199006,0.16210942205304874
73,Modesto,California,1,133,2,2,0.038736549809094065,Y,3.0,0.3723404255319149,California,Modesto,0.054955520669806385,1,1,6,10,1882,0.18614583333333334,0.4938048015802662,1.4865718799368088,0.5882040382571733,0.049415515409139216,0.021253985122210415,0.07226354941551541,0.057385759829968117,0.10786397449521785,0.05100956429330499,0.023379383634431455,0.022848034006376194,0.022848034006376194,6.0,0.1126461211477152,0.42826780021253985,2,0,0,0.0,0.3660357238069848,0.016536505377838302,0.44955044955044954,0.14186541260777066,0.2578251494432806,0.36604824297238325,0.016536505377838302,0.44955044955044954,0.13342379014020805,0.20235972921535092
74,Mill Valley,California,0,1,2,3,0.052911649267081404,Y,3.0,0.9148936170212766,California,Oakland,0.06905634048491191,1,0,8,30,33,260.4808101851852,42.69649515993265,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2,3,0,0.004134677123205115,0.4965786901270772,0.43042161140601987,0.5924475524475524,0.2670473631172321,0.1826392565820269,0.40637249577898676,0.08690697868319391,0.6215384615384615,0.8385345997286295,0.34815943530318727
75,Phoenix,Arizona,0,1,2,3,0.07102768803567137,Y,3.0,0.9680851063829786,Arizona,Phoenix,0.0814756671899529,1,1,7,9,50,50.20355324074074,28.326462037037036,1.0,1.0,0.14,0.12,0.1,0.06,0.16,0.16,0.16,0.04,0.04,7.0,0.38,0.9800000000000001,2,3,0,0.0,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
76,Saint Augustine,Florida,1,80,2,1,0.013977518489840596,Y,1.0,0.5,Florida,St Augustine,0.03282051282051282,1,0,7,19,527,2.3401851851851854,1.504652514231493,1.2170900692840647,0.920303605313093,0.011385199240986717,0.011385199240986717,0.0777988614800759,0.07400379506641366,0.11195445920303605,0.056925996204933584,0.04174573055028463,0.04174573055028463,0.03984819734345351,7.0,0.17077798861480076,0.4667931688804554,2,0,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
77,Chicago,Illinois,1,18,2,3,0.07628227378314152,Y,3.0,0.9574468085106383,Illinois,Chicago,0.10099424385138671,1,1,8,4,7,18.400636574074074,134.69082837301588,1.0,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,8.0,0.14285714285714285,1.2857142857142854,2,3,0,0.0,0.10967939413687214,0.800227898057308,0.2692907092907093,0.5211062590975255,0.6219602968146903,0.10969697568103952,0.800227898057308,0.2692907092907093,0.5163952962460425,0.48815919439157773
